noise_std,top1_mean,top1_ci95,top5_mean,top5_ci95
0.0,0.6545300000000001,0.0024818154681155767,0.7081000000000001,0.0022343617930456693
1.0,0.5846199999999999,0.002441544341873264,0.63765,0.0020283343357981585
2.0,0.47042,0.00260954124874256,0.5181899999999999,0.002939194111770556
3.0,0.40019,0.002689075872653816,0.43976000000000004,0.0023423981785056546
4.0,0.36814,0.0021047475815931574,0.40181999999999995,0.0016005466621682079
6.0,0.38559,0.0020363573098386664,0.41046000000000005,0.001820022974213973
8.0,0.44137000000000004,0.0033800829996383924,0.46068,0.0031725102461965748
10.0,0.5032300000000001,0.003119767572539128,0.51954,0.0033140425907542685
